3008,0.695230667,2474,0.105944489,2912,0.088752064,2330,0.055148658,2412,0.054924122
3008,0.414830651,2474,0.09688333,2912,0.125967162,2330,0.141433692,2412,0.220885165
3008,0.434229098,2474,0.100665164,2912,0.130030146,2330,0.127332895,2412,0.207742697
3008,0.411085868,2474,0.14506416,2912,0.125657688,2330,0.119508951,2412,0.198683332
3008,0.430626449,2474,0.147877353,2912,0.126544038,2330,0.12147554,2412,0.17347662
3008,0.42976305,2474,0.134245445,2912,0.125499809,2330,0.128255219,2412,0.182236477
3008,0.435410628,2474,0.164686922,2912,0.118099585,2330,0.112458481,2412,0.169344384
3008,0.463895361,2474,0.220235774,2912,0.096894794,2330,0.086828947,2412,0.132145123
3008,0.418999072,2474,0.219229035,2912,0.109214978,2330,0.104250364,2412,0.148306552
3008,0.519083823,2474,0.182585815,2912,0.095271565,2330,0.084533728,2412,0.118525069
3008,0.549473203,2474,0.14574187,2912,0.093415072,2330,0.091025496,2412,0.120344358
3008,0.619283395,2474,0.146598952,2912,0.071280279,2330,0.076844355,2412,0.085993019
